IDCLIENTE;MES;NOTA
26684;2020-04;10
14956;2019-07;6
10174;2021-05;8
7495;2020-06;8
7877;2021-06;9
30640;2020-07;8
26062;2019-01;10
18187;2020-08;9
16284;2020-11;10
26939;2019-06;2
32352;2020-06;9
14959;2019-12;10
7548;2019-07;8
27188;2020-10;10
31108;2019-12;8
27637;2020-02;8
8011;2020-01;10
8847;2021-03;10
32228;2020-03;10
14603;2019-04;10
7363;2021-03;3
16217;2020-10;10
26617;2019-05;10
7862;2019-09;9
7878;2021-05;9
26330;2019-07;9
24014;2021-01;8
12950;2020-02;9
8968;2019-02;9
21223;2019-06;8
31134;2019-08;9
5711;2020-05;9
12538;2020-05;9
11267;2020-08;8
15659;2020-10;9
16328;2020-11;8
28474;2020-09;8
20251;2019-09;9
13868;2020-10;10
8851;2020-01;10
28631;2020-08;10
11112;2019-08;9
6445;2019-10;8
7818;2020-11;9
15456;2019-07;4
5528;2019-10;8
27636;2020-02;10
13755;2019-12;10
15082;2019-04;8
7910;2019-05;9
21417;2019-09;1
28172;2019-06;10
13599;2021-03;9
7646;2019-03;9
11949;2019-03;8
10267;2019-08;9
19350;2019-10;8
14509;2019-07;2
24660;2020-09;8
8945;2020-02;9
7374;2019-06;2
31336;2019-05;10
12611;2020-03;10
11980;2020-11;10
12487;2019-05;9
13894;2020-02;9
7643;2019-05;10
14155;2021-03;8
6298;2021-03;8
5918;2020-06;8
5029;2021-06;10
28181;2020-08;8
15659;2019-10;9
13932;2019-04;6
12146;2021-06;9
16758;2019-10;8
32178;2019-09;9
11134;2020-10;10
12934;2021-03;8
8344;2020-04;8
12984;2019-11;8
8845;2019-07;8
8853;2019-09;8
27563;2019-07;8
14403;2019-06;8
25156;2021-05;4
29140;2020-06;9
8534;2021-04;9
12359;2020-04;8
32314;2019-06;10
8845;2019-08;9
8648;2019-02;10
25398;2020-08;9
29499;2021-04;6
18179;2020-03;6
10011;2019-04;9
28678;2019-07;8
28628;2019-05;2
25765;2021-04;8
11806;2019-06;8
15798;2021-05;10
15530;2020-03;9
27016;2020-10;8
8023;2019-09;10
8633;2021-05;10
7076;2021-04;8
32358;2020-01;8
15364;2021-03;10
11048;2020-03;9
13905;2020-03;9
12732;2019-03;10
17875;2020-08;9
23929;2019-08;4
27097;2021-06;9
12359;2019-11;3
16155;2020-09;5
19649;2021-02;9
15052;2019-05;9
15245;2019-03;10
13436;2020-07;9
28158;2021-04;10
25343;2021-04;8
7638;2020-02;8
11201;2020-04;9
24440;2020-03;8
28063;2019-12;8
10228;2020-08;8
12663;2019-04;8
13393;2019-04;9
10953;2019-08;10
11282;2020-08;1
6358;2020-01;10
10781;2020-07;9
10282;2019-04;8
29983;2019-05;10
12348;2019-12;9
13221;2021-01;10
6445;2021-02;8
20263;2020-08;10
16010;2020-09;9
20776;2020-04;9
7917;2019-05;8
15473;2019-04;9
5098;2020-06;9
11233;2020-08;8
19165;2020-11;10
24532;2021-03;8
13048;2020-02;8
26988;2019-08;8
4058;2020-12;9
31640;2020-03;8
12476;2020-12;1
29375;2019-11;10
14225;2019-10;9
29638;2019-12;10
11428;2020-05;10
5944;2021-05;10
5029;2019-09;8
15747;2020-11;10
20251;2019-11;9
26898;2020-03;9
26743;2019-05;9
7857;2019-10;10
14718;2019-09;9
14758;2021-02;10
15068;2019-09;9
7378;2019-07;9
28218;2019-11;10
16293;2020-11;9
14568;2020-06;9
8405;2021-02;10
7532;2019-07;10
11080;2020-07;9
8423;2019-08;8
11091;2021-03;10
14898;2021-05;8
16628;2021-06;8
28152;2020-05;10
7367;2020-10;9
13897;2020-07;8
24266;2020-02;8
19633;2019-10;10
30362;2020-05;9
13561;2021-03;7
25778;2019-04;8
28519;2019-10;10
30877;2020-02;9
5712;2019-10;8
12218;2020-01;10
19519;2019-12;8
24810;2020-04;9
12361;2020-07;8
29486;2019-08;2
15219;2021-02;9
30742;2020-06;7
24506;2020-01;8
24525;2020-03;8
28181;2019-09;9
28439;2021-03;10
24035;2020-11;9
9006;2019-04;9
21892;2020-11;9
13517;2019-04;8
8405;2019-03;9
19089;2020-03;8
14676;2020-01;8
10769;2019-11;8
15685;2020-06;10
16293;2019-08;8
28480;2019-09;8
13608;2020-09;9
30805;2020-09;10
28158;2020-08;10
7622;2019-11;10
5867;2019-04;9
7866;2020-02;9
31242;2020-02;10
10504;2019-02;10
21764;2020-08;10
26813;2019-05;10
11126;2019-04;9
32290;2020-05;10
31001;2019-02;8
7821;2020-02;10
11896;2019-08;9
30484;2021-02;9
26760;2019-10;5
12284;2020-10;10
16419;2020-04;8
13728;2020-10;9
15060;2019-10;9
24190;2021-04;9
10948;2019-06;10
15141;2020-09;10
7257;2020-05;8
30992;2020-09;10
10267;2020-01;10
6579;2019-01;8
26455;2019-05;10
16236;2020-04;9
7985;2020-06;8
20834;2020-07;10
19158;2020-06;10
10295;2020-08;9
16542;2021-03;1
4058;2019-06;8
11761;2019-12;10
30194;2020-01;10
28172;2020-11;10
25584;2020-10;10
28298;2020-12;3
11080;2019-12;9
11542;2020-02;3
27527;2020-12;8
16006;2019-11;10
26684;2021-01;8
15214;2020-02;9
12829;2020-11;9
24224;2021-06;10
5944;2021-02;8
13580;2020-02;3
12079;2019-03;8
7758;2021-03;10
7548;2019-01;10
29442;2019-12;9
7655;2021-02;10
8179;2020-06;8
28091;2020-12;9
24440;2020-01;9
26617;2019-07;9
7847;2019-08;8
18202;2019-07;10
27654;2020-03;8
6598;2019-10;9
28439;2020-08;9
11201;2019-04;9
13221;2021-05;6
16174;2020-07;10
28052;2020-04;9
15237;2019-05;8
11687;2021-05;8
20955;2021-04;10
14478;2020-01;8
7964;2019-11;10
19484;2019-05;8
30145;2019-11;9
11499;2020-11;8
16293;2020-01;10
8073;2020-07;9
26970;2021-03;5
16121;2020-02;9
7700;2020-04;10
25966;2020-04;10
30271;2019-10;10
29635;2019-08;3
19634;2020-01;10
15231;2020-10;8
18641;2019-06;6
15194;2019-10;9
14684;2021-03;10
15919;2019-08;8
14308;2021-05;10
15448;2020-08;8
13537;2020-08;10
13097;2020-12;8
8983;2019-02;8
8179;2019-08;10
11741;2020-03;8
31388;2020-06;9
10928;2019-11;8
29080;2019-06;8
10174;2019-05;10
11345;2019-08;8
32471;2020-11;8
11188;2019-01;8
29843;2021-06;10
12282;2020-08;10
10493;2020-01;9
30810;2019-09;9
15073;2019-11;10
27706;2020-07;10
8882;2019-10;8
13991;2020-03;8
25647;2019-11;9
30557;2019-08;8
27461;2019-06;10
24950;2020-10;10
7917;2019-06;10
27439;2020-09;8
6131;2021-01;10
24533;2020-03;6
29044;2021-01;8
18838;2020-02;10
6530;2019-08;9
30340;2019-07;9
32429;2020-06;9
7496;2019-10;9
30457;2020-12;9
8378;2020-09;9
10248;2021-03;10
28101;2019-03;10
7561;2020-03;8
13890;2020-09;9
32360;2020-10;10
14789;2020-06;2
20882;2019-11;10
14371;2019-10;10
10381;2021-05;4
8546;2019-09;10
10852;2019-04;10
6649;2019-07;2
10951;2021-04;10
15984;2019-06;9
31169;2020-07;10
28038;2019-12;10
12951;2019-10;9
15177;2019-06;8
8620;2019-02;9
29687;2021-03;10
26454;2019-10;8
14832;2019-01;4
12946;2019-09;8
13517;2019-12;3
11295;2020-01;8
15786;2019-11;8
15118;2019-07;9
13608;2019-09;9
13561;2019-05;9
28512;2020-03;9
13990;2019-01;8
7520;2021-03;9
12288;2020-10;9
13375;2019-10;9
22025;2020-07;10
13240;2019-02;10
7964;2020-04;10
10175;2021-01;9
8086;2019-07;9
21712;2020-02;5
30631;2020-05;8
13419;2020-08;9
11191;2020-03;8
10317;2020-07;10
14473;2021-04;8
16165;2019-08;9
30810;2021-01;8
30972;2019-08;10
28981;2020-11;9
27032;2019-07;8
12557;2021-01;9
6615;2021-01;10
14693;2019-01;10
15944;2020-09;8
13995;2019-02;8
10336;2021-02;10
11802;2020-02;9
11858;2019-04;8
30687;2020-03;2
27050;2021-06;10
28836;2021-05;9
18176;2019-12;10
27161;2019-12;10
12217;2021-01;6
28972;2020-02;10
5137;2020-02;10
24752;2019-01;8
14832;2019-10;8
11746;2020-03;10
13704;2019-05;9
30333;2021-03;10
30750;2020-08;8
11293;2019-03;10
25435;2019-07;9
13800;2020-01;10
6237;2020-08;7
8882;2021-01;9
15177;2019-08;8
27097;2019-06;8
26970;2020-12;8
27391;2019-08;8
4764;2020-11;9
30939;2019-06;4
15798;2020-07;9
15456;2019-10;9
19303;2021-05;8
8944;2021-03;9
10090;2019-10;9
30943;2019-12;10
27011;2019-07;9
30687;2019-08;10
7758;2020-09;10
7531;2021-03;8
15417;2019-11;9
14191;2021-02;8
31247;2020-03;8
18874;2020-08;10
14314;2021-04;8
13800;2019-05;8
13590;2020-10;8
13301;2019-08;9
14601;2019-11;10
26332;2021-01;10
25419;2020-02;8
14008;2019-12;10
26030;2020-04;8
21975;2020-12;8
11858;2020-07;7
10769;2019-06;8
25224;2020-04;9
13604;2020-03;10
26904;2020-02;1
10310;2020-12;8
28181;2020-05;10
32314;2019-12;9
6282;2019-02;9
8966;2019-10;8
17802;2020-10;9
8657;2019-03;10
7573;2021-03;8
30320;2019-03;10
28439;2020-09;8
12375;2020-08;10
5666;2019-06;8
31242;2019-06;8
8041;2019-01;1
8344;2020-06;10
8628;2019-12;10
25410;2020-03;10
6282;2020-03;8
11457;2020-04;9
13590;2019-07;6
7448;2019-04;8
32471;2020-03;5
7858;2020-04;9
25864;2021-01;8
30145;2021-04;8
25785;2021-03;1
27011;2020-12;3
17964;2019-07;8
13578;2020-12;8
14301;2019-12;9
31001;2019-09;8
28590;2020-02;8
18235;2020-07;9
30877;2019-06;9
22027;2019-02;10
7646;2019-05;1
14250;2020-03;9
32157;2020-07;10
12106;2019-05;10
11287;2020-01;8
4492;2020-07;9
32352;2019-06;10
15944;2019-11;9
18176;2020-03;4
27568;2021-06;10
28223;2020-09;8
29044;2020-10;9
11984;2019-12;9
29478;2021-04;9
7520;2019-02;10
16386;2021-05;10
24014;2021-04;9
32187;2020-08;10
8882;2019-02;9
15142;2021-01;9
13245;2020-05;8
27553;2021-06;8
16547;2019-08;2
30004;2019-11;8
14274;2019-04;10
13967;2021-06;10
6044;2021-01;10
21980;2019-11;10
26204;2020-01;9
26982;2019-01;10
27490;2020-02;9
28050;2019-12;10
26330;2020-04;10
28685;2020-11;1
23161;2020-01;9
5747;2020-05;10
6146;2020-02;10
26983;2020-01;9
27821;2021-05;3
12146;2020-01;10
31300;2019-11;10
11524;2019-07;9
14801;2020-01;10
12984;2019-06;10
28223;2020-03;10
3008;2020-04;10
7367;2020-05;9
28292;2020-08;10
12365;2019-04;8
30557;2019-09;10
28402;2019-11;10
10228;2020-11;9
29395;2019-02;10
13606;2019-09;9
12358;2020-01;10
7666;2021-05;8
15725;2020-09;9
25224;2019-08;10
21198;2020-02;9
25944;2021-05;8
20837;2019-08;9
18808;2019-11;10
27844;2020-10;10
24816;2021-04;10
14422;2019-06;8
8692;2019-04;8
21261;2019-06;4
8717;2019-08;10
28652;2020-07;8
6057;2020-10;9
15142;2020-12;8
8688;2019-11;8
29359;2019-10;10
16791;2020-10;9
6578;2020-09;10
29396;2021-01;9
32352;2020-11;9
29296;2019-11;10
14309;2019-03;8
4492;2021-01;8
21261;2020-06;8
18808;2019-10;10
21760;2019-08;8
26042;2020-05;10
11972;2020-05;8
12008;2019-11;8
11352;2021-02;10
6287;2021-02;9
15307;2020-11;10
31001;2020-02;8
15191;2021-04;10
27461;2019-12;8
15350;2020-12;8
6984;2019-05;10
14763;2019-05;8
31291;2019-06;8
12161;2020-09;9
26207;2019-09;9
18933;2019-08;10
21950;2020-12;9
10694;2019-10;9
28474;2019-05;8
6452;2019-08;9
16815;2021-02;8
8853;2021-05;10
8011;2020-06;10
31997;2020-12;8
29961;2021-03;10
15075;2020-05;10
16628;2021-05;8
26904;2019-08;8
14521;2019-11;10
14261;2019-08;3
10550;2021-02;6
7678;2019-12;4
11112;2019-07;1
14697;2019-05;8
26062;2019-07;8
12999;2019-08;8
11053;2020-09;10
15283;2019-01;7
24506;2019-08;8
12695;2021-03;3
31358;2021-06;9
21153;2020-08;10
20893;2019-10;8
16803;2019-08;9
28754;2020-11;9
26207;2021-02;8
13608;2019-10;10
5332;2021-01;9
14571;2020-06;10
22120;2020-03;8
26389;2019-06;6
11271;2019-09;8
15237;2020-08;10
7965;2019-04;9
10259;2020-08;9
11043;2019-10;8
21958;2020-08;5
11003;2019-07;8
16450;2021-04;10
7186;2019-05;9
6742;2019-11;8
30253;2019-08;10
12538;2019-04;8
7489;2020-10;10
8966;2019-05;10
11228;2020-04;8
7858;2020-01;8
24660;2019-07;10
7989;2019-07;10
14977;2019-04;10
21153;2019-09;8
18280;2019-12;8
13089;2019-08;9
12844;2019-03;8
14913;2019-10;9
14314;2020-12;8
16547;2021-01;10
10248;2019-10;7
27427;2020-06;8
25778;2019-10;9
11836;2019-05;6
8344;2019-10;10
31312;2019-08;8
15337;2019-12;8
30253;2020-05;8
12008;2020-08;9
12161;2021-03;9
15216;2019-09;8
8598;2019-02;10
16450;2020-07;8
11257;2020-08;10
14223;2019-11;8
13197;2019-12;10
8847;2019-04;9
16603;2020-09;10
10493;2021-03;8
13967;2021-01;9
21695;2021-05;10
30347;2020-10;9
13240;2019-06;10
26930;2020-04;8
8167;2020-04;9
26784;2020-01;8
31640;2020-02;8
28640;2020-01;9
21892;2021-03;8
11862;2020-10;9
16621;2019-04;9
10651;2020-01;9
29600;2019-09;9
30224;2021-02;8
8865;2020-07;9
7448;2019-08;8
31092;2021-04;8
5666;2019-04;9
27583;2020-06;9
21892;2020-08;9
13022;2020-05;9
11976;2019-07;10
27008;2019-08;8
10563;2021-05;9
30801;2020-01;10
14435;2020-03;8
27591;2019-04;8
27188;2019-12;7
14314;2019-11;9
20776;2020-05;9
28909;2020-04;8
15330;2019-12;10
14306;2021-02;9
15218;2019-09;10
8404;2019-05;10
11352;2021-03;10
12999;2020-11;10
13562;2020-09;1
21586;2019-10;9
28298;2021-06;9
11949;2020-01;10
27950;2020-10;9
11211;2019-02;8
19587;2019-11;9
15473;2020-05;10
12375;2019-05;9
32286;2019-07;9
13261;2019-08;10
11223;2020-02;8
12557;2020-06;10
14179;2019-01;8
29126;2019-01;10
14557;2019-07;9
11802;2019-06;9
29976;2019-05;5
4834;2021-06;10
14450;2019-01;9
10976;2021-05;10
15191;2020-10;8
14505;2020-07;10
11287;2021-02;10
30476;2019-11;1
13048;2019-09;10
6282;2020-11;10
11145;2019-09;1
8066;2019-04;8
14051;2020-11;9
19141;2021-02;10
15842;2021-01;9
12746;2021-04;10
6146;2020-05;8
8789;2019-11;10
24184;2019-11;8
13623;2019-12;8
14964;2020-09;8
11071;2019-05;10
12663;2020-10;9
29563;2020-03;9
14553;2019-12;9
30183;2019-01;8
28181;2020-01;10
32374;2020-01;10
24512;2020-10;8
14959;2019-06;9
26932;2019-08;10
10246;2019-09;10
14685;2020-06;10
10992;2019-02;10
7880;2020-10;8
13393;2021-04;7
12990;2021-05;9
7882;2019-02;8
30782;2021-03;8
10287;2020-03;9
14729;2019-09;9
15144;2020-01;8
7551;2019-06;9
6126;2021-05;9
8662;2019-08;5
27800;2019-01;8
28563;2019-10;5
29923;2019-07;10
15404;2020-10;8
26862;2019-05;10
11345;2020-02;2
26970;2019-01;9
18280;2020-02;10
8657;2019-11;9
15890;2019-11;10
16114;2019-10;8
14940;2019-10;4
8662;2019-07;10
12746;2019-07;6
15214;2020-11;10
12015;2020-10;8
28836;2020-04;10
16114;2020-10;10
7577;2020-06;8
16437;2020-08;8
12348;2021-02;9
15732;2020-12;9
28181;2019-10;9
14744;2019-06;8
19117;2020-06;10
28628;2020-06;10
24664;2019-11;9
12798;2020-10;9
11223;2020-04;10
27366;2020-04;8
11264;2020-01;8
8629;2019-04;9
7886;2021-04;9
14551;2019-05;9
14385;2020-10;9
29685;2019-03;8
8920;2020-07;9
12217;2021-05;10
25156;2019-06;8
8940;2019-04;8
21231;2021-01;9
14478;2020-12;8
11048;2020-06;9
27455;2021-01;9
31242;2019-10;9
32374;2021-03;10
8657;2019-08;8
18381;2020-03;8
12208;2021-05;8
18189;2019-07;10
20955;2021-05;8
12284;2020-02;9
14575;2020-02;10
27611;2019-11;10
18568;2020-01;9
20263;2020-11;8
28758;2021-01;10
5306;2019-02;8
8553;2021-06;8
25452;2020-05;8
11924;2021-04;9
5915;2020-04;8
13715;2019-05;8
22027;2020-05;9
16386;2020-03;8
8065;2019-06;9
12844;2020-12;8
11523;2020-10;8
12401;2021-06;8
30015;2019-08;6
28886;2019-06;8
17802;2019-12;10
11761;2021-02;9
14603;2020-04;10
8066;2021-02;8
7013;2021-01;8
30646;2020-02;10
30770;2019-04;2
16491;2019-06;10
30196;2021-03;10
8021;2019-06;7
10265;2019-03;8
15944;2021-06;9
19519;2019-09;8
13971;2019-05;9
18443;2019-11;2
15565;2019-11;8
8082;2019-12;10
29419;2019-08;8
11271;2021-01;9
22025;2020-06;8
11121;2020-03;10
7353;2019-06;9
11188;2019-04;9
7880;2019-04;9
29395;2019-11;9
29508;2019-11;10
14709;2019-11;9
29359;2019-06;4
14380;2019-06;9
18443;2020-09;8
13689;2021-01;9
5987;2019-10;10
27773;2020-04;2
13606;2019-08;5
5976;2021-03;9
13566;2019-06;8
27636;2020-07;10
14371;2020-08;8
29398;2019-07;6
6176;2020-04;9
11609;2020-09;9
15786;2021-03;10
11267;2019-04;9
12146;2020-09;8
15141;2020-11;8
5712;2019-12;6
29907;2020-03;10
7922;2020-03;2
28181;2019-11;7
18914;2020-01;8
13777;2019-04;8
14900;2020-01;9
25431;2019-05;6
13905;2019-08;9
27994;2020-04;8
13689;2020-10;8
14509;2019-06;10
27490;2019-04;10
19634;2021-05;9
30004;2019-09;8
12547;2019-07;9
11444;2019-10;10
13704;2020-08;8
19154;2020-02;8
29398;2021-03;9
15307;2020-03;8
28474;2019-04;9
11900;2019-08;8
7989;2021-05;8
11761;2019-06;10
14330;2019-06;9
30484;2020-11;9
8598;2019-11;6
12640;2019-10;10
18188;2019-05;8
31001;2019-05;10
14765;2019-10;8
12708;2019-12;5
15933;2021-02;9
32429;2020-02;9
24351;2019-10;8
13444;2021-02;9
13123;2020-08;8
12654;2021-02;8
30311;2019-10;9
12538;2019-10;9
28500;2019-08;5
25349;2020-09;10
14195;2020-08;10
11121;2019-10;10
27117;2021-05;10
15919;2020-10;9
5843;2020-07;9
16628;2020-12;9
13755;2021-06;8
30599;2020-07;9
27409;2019-06;9
15283;2020-09;9
16377;2019-05;10
12642;2020-04;10
14850;2020-07;8
11645;2019-09;8
32238;2020-08;9
29651;2020-01;9
31358;2021-04;10
19655;2021-05;8
15142;2019-02;9
18235;2019-08;8
18346;2019-05;1
28838;2020-12;10
13436;2020-03;8
24664;2020-02;8
14685;2019-05;10
8294;2019-12;9
29853;2021-05;8
5976;2020-04;9
25349;2020-12;10
5652;2019-11;9
5867;2019-08;8
25944;2020-04;9
16380;2021-01;8
7985;2020-09;10
15894;2020-01;9
16287;2020-06;9
12358;2020-04;5
14499;2020-05;10
13342;2020-02;9
19158;2021-04;8
31095;2019-10;7
14744;2021-03;8
13134;2020-07;10
11890;2019-12;10
13604;2019-06;9
12401;2020-10;8
7926;2021-06;10
15234;2020-04;8
13868;2019-08;8
5842;2020-05;9
16646;2020-03;9
31350;2020-02;10
30805;2019-11;10
30557;2019-10;8
7013;2020-10;10
23686;2020-01;9
30176;2020-07;8
8880;2021-03;9
12335;2019-08;9
31058;2020-06;9
6156;2019-04;8
16386;2021-01;8
29961;2020-12;9
15337;2019-04;3
6615;2019-08;8
29357;2019-03;10
27063;2020-01;8
10365;2019-11;9
8681;2019-01;8
8294;2019-11;10
15670;2019-04;7
12208;2021-02;6
13824;2020-01;10
25944;2019-10;8
11523;2020-09;8
12868;2020-08;8
20263;2021-05;10
8021;2019-10;2
10970;2021-04;9
5990;2019-05;10
26751;2020-04;8
7367;2020-11;10
12695;2020-09;9
16815;2019-07;8
15808;2019-12;9
10107;2020-08;5
24809;2020-12;9
15144;2020-03;8
13230;2019-07;9
10550;2020-09;9
19301;2021-05;9
28806;2020-10;10
14435;2021-02;10
7771;2020-11;4
21712;2019-12;9
7565;2019-04;10
27511;2019-05;1
28439;2020-10;8
21223;2019-09;8
14553;2021-02;10
29189;2019-08;8
28254;2020-11;9
14563;2019-12;10
11053;2020-10;8
11189;2019-10;9
16165;2019-05;9
10852;2020-07;9
27785;2019-03;9
8713;2019-05;9
13932;2021-02;2
28988;2020-10;8
12745;2019-03;10
15130;2019-11;10
15277;2020-03;9
16284;2019-06;10
15655;2020-04;10
25330;2020-06;9
12695;2021-01;8
26767;2020-10;8
11746;2020-08;9
14058;2021-05;9
7468;2020-10;9
14101;2019-07;9
11322;2021-06;9
32290;2020-01;9
14575;2020-12;8
16676;2019-09;8
7867;2019-02;9
16628;2020-01;9
11049;2020-10;9
12079;2019-11;8
8294;2021-02;9
11929;2019-03;1
10940;2020-11;10
6742;2019-03;10
12990;2019-07;8
29972;2019-11;10
16377;2020-09;10
15130;2019-03;3
30972;2019-06;8
12829;2021-06;9
14758;2021-06;9
6194;2019-02;8
31990;2020-04;9
6530;2020-08;10
7631;2019-04;10
26930;2020-12;9
13985;2019-08;8
28571;2019-11;8
7523;2019-11;8
20961;2020-08;8
26669;2021-02;8
11942;2019-03;8
15233;2019-12;10
13846;2020-02;10
16344;2020-05;10
11695;2019-08;9
14758;2019-09;9
12999;2020-05;9
16380;2020-05;10
27651;2019-08;9
30101;2020-05;8
28909;2020-12;8
7899;2019-02;8
6408;2020-08;2
11879;2019-11;10
5305;2019-03;10
14693;2019-03;10
7415;2019-05;10
28050;2021-04;9
7354;2021-01;10
12019;2021-03;10
29648;2020-06;8
11687;2021-02;8
6017;2020-05;10
29306;2020-03;8
29668;2019-11;9
32432;2020-03;4
11340;2019-03;8
29254;2019-10;8
27037;2019-07;8
26743;2020-01;6
15723;2019-11;9
16069;2020-04;10
11191;2019-08;9
26904;2019-02;8
30476;2021-04;9
11749;2021-04;9
7296;2019-11;8
15732;2019-09;6
20887;2020-04;8
8963;2019-02;8
10563;2021-06;8
28439;2021-01;9
12323;2021-02;10
11802;2020-11;3
21411;2021-02;10
29769;2019-01;10
10317;2019-10;9
10295;2020-06;10
6576;2019-08;10
27460;2021-02;9
32358;2020-06;8
28590;2020-12;10
13301;2019-10;8
30972;2020-12;9
7880;2020-11;8
32270;2021-04;9
10237;2020-08;6
12302;2021-03;9
6194;2020-09;10
5029;2020-02;9
11134;2019-07;9
14225;2020-12;8
32183;2019-11;8
15579;2020-09;10
26852;2019-07;10
10075;2019-07;10
28189;2020-03;8
27651;2021-02;8
12873;2021-01;9
20643;2020-12;7
10381;2020-10;8
12985;2020-10;9
18813;2019-01;10
26862;2020-03;10
29442;2019-07;9
14868;2020-06;10
7551;2020-10;9
31640;2019-04;9
26796;2019-07;9
8179;2020-12;10
13623;2019-11;8
10248;2020-01;9
13084;2020-09;10
27490;2019-07;10
17755;2019-10;9
30433;2021-04;9
15747;2019-03;10
7859;2020-02;10
28421;2021-06;10
11201;2020-03;10
27097;2020-09;8
10251;2019-03;8
31358;2019-07;8
27244;2019-06;9
30812;2021-04;10
6889;2020-03;10
16557;2020-09;8
11355;2020-12;8
29039;2019-05;10
6451;2019-12;7
29126;2019-07;9
8657;2021-06;9
11494;2019-11;8
30005;2019-01;9
25041;2021-01;8
27642;2021-05;8
11523;2021-06;8
31232;2020-06;10
24014;2019-05;8
7700;2019-08;9
11141;2020-10;9
27391;2021-01;10
31350;2019-05;10
5842;2021-02;8
31169;2019-11;8
18813;2019-05;10
14446;2019-07;8
7573;2019-10;9
5284;2020-02;10
31259;2020-02;10
15980;2019-01;10
27073;2019-06;8
13414;2019-07;10
14940;2019-11;8
15984;2020-09;8
11984;2019-11;8
10252;2019-03;8
21712;2020-04;9
31340;2020-06;10
7833;2019-02;9
6057;2019-05;8
24963;2021-02;9
25156;2020-01;8
14809;2019-11;10
10246;2019-06;8
27637;2019-10;2
13261;2019-09;8
8904;2019-06;8
24512;2020-05;9
10045;2020-12;10
11095;2019-03;10
18443;2019-07;10
10055;2020-03;3
31244;2019-12;10
8165;2020-10;10
6027;2020-05;10
13470;2021-01;10
14058;2021-03;10
5987;2019-01;10
32328;2019-06;8
13238;2020-11;8
13392;2020-05;8
5652;2019-08;8
30909;2020-07;8
5987;2019-04;9
15747;2021-05;10
13781;2019-12;8
32300;2020-10;10
